,id,name,url,lyric
0,27901356,太阳和野花,https://music.163.com/song?id=27901356," 作词 : 王晓东
 作曲 : 王晓东
词/曲/录音/母带： 王晓东
吉他/贝斯/小号： 陆元锋
键盘： 李金泽
鼓： 吕晓梦
和声：郎朗
混音： 姜北生

我将所有的真诚袒露在这片荒诞的土地上
肉体瞬间和灵魂一般轻盈
总被不可言说的目光和猜忌拖回到披着人皮的机器中
我却妄想飘到想象中的世界
我和这个世界并不熟 这并非我沉默的原因
我依旧有很多热情 给死亡给昨天给宿命
命运就像一个邮差 不能拒绝不能更改
不完美世界里所有的人 信仰残缺的灵魂

最好还有一支烟燃尽前尘 一杯酒了却旧事
最好还有一个梦在夜里 心存温暖忘却伤害
该忘记的早就已经忘记 该留下的永远留下
忍住你的痛苦答应我 不发一言穿过这座城市


人们选择对人性永不停歇的哭喊充耳不闻
对赤裸的欺骗视而不见
当这些画面变成了过去我们假装再次充满希望
好像无尽的苦难就此改变
苟且生活的痛苦远超过欢乐的程度
自由如大雨倾城艰难涉往回家之路
未来也许只是一条孤独的公路
有人选择了离开 更多人在继续等待

最好还有一支烟燃尽前尘 一杯酒了却旧事
最好还有一个梦在夜里 心存温暖忘却伤害
该忘记的早就已经忘记 该留下的永远留下
忍住你的痛苦答应我 不发一言穿过这座城市

"
1,1461223888,把夜晚染黑 (2020年版),https://music.163.com/song?id=1461223888," 作词 : 谢天笑
 作曲 : 谢天笑
打开这扇 久久未开的窗

灰尘一左一右撒在地上

我彻底忘记了站在这里的时间有多长

彻底忘记了 任何方向

是什么力量 能推倒灰色的墙

是什么土壤 能够把爱抚养

深深的记忆中曾出现过眼前的这个景象

现实与梦境 我不怀疑

现实与梦境 我不怀疑

浓墨为何把夜晚染黑

任意涂抹 任意涂抹在月光周围

浓墨为何把夜晚染黑

任意涂抹 任意涂抹在月光周围

噢

浓墨为何把夜晚染黑

任意涂抹 任意涂抹在月光周围

浓墨为何把夜晚染黑

任意涂抹 任意涂抹在月光周围

噢

制作人：张彧

吉他：谢天笑 李昭

贝司：宋炜

鼓手：张骞

键盘：张彧

交响乐编写：张彧

交响乐团：国际首席爱乐乐团

合音编写：谢天笑

录音 ：陈东 连奇

混音：张彧

母带：张彧 陈东
歌词滚动：lesliewindy
"
2,411314657,大风吹,https://music.163.com/song?id=411314657," 作词 : 草东没有派对
 作曲 : 草东没有派对
 编曲 : 草东没有派对
 制作人 : 李孝祖
大风吹着谁 谁就倒霉

每个人都想当鬼

都一样的下贱
哭啊 喊啊
叫你妈妈带你去买玩具啊

快 快拿到学校炫耀吧

孩子 交点朋友吧

哎呀呀

你看你手上拿的是什么啊

那东西我们早就不屑啦

哈哈哈

哈

一样又醉了 一样又掉眼泪
一样的屈辱 一样的感觉
怪罪给时间 它给了起点

怪罪给时间 它给了终点
哭啊 喊啊
叫你妈妈带你去买玩具啊

快 快拿到学校炫耀吧

孩子 交点朋友吧

哎呀呀

你看你手上拿的是什么啊

那东西我们早就不屑啦

哈哈哈

哭啊 喊啊
叫你妈妈带你去买玩具啊

快 快拿到学校炫耀吧
孩子 交点朋友吧

哭啊 喊啊
叫你妈妈带你去买玩具啊

快 快拿到学校炫耀吧
孩子 交点朋友吧

哎呀呀

你看你手上拿的是什么啊

那东西我们早就不屑啦

哈哈哈
"
3,528272281,火车驶向云外，梦安魂于九霄,https://music.163.com/song?id=528272281," 作词 : 赵子健
 作曲 : 赵子健
编曲：刺猬
我那些残梦 灵异九霄
徒忙漫奋斗 满目沧愁
在滑翔之后 完美坠落
在四维宇宙 眩目遨游

我那些烂曲 流窜九州
云游魂飞奏 音愤符吼
在宿命身后 不停挥手
视死如归仇 毫无保留

黑色的不是夜晚 是漫长的孤单
看脚下一片黑暗 望头顶星光璀璨
叹世万物皆可盼 唯真爱最短暂
失去的永不复返 世守恒而今倍还
摇旗呐喊的热情 携光阴渐远去
人世间悲喜烂剧 昼夜轮播不停
纷飞的滥情男女 情仇爱恨别离
一代人终将老去 但总有人正年轻
演奏：刺猬
制作人：李青
录音：王耀唯
混音：王耀唯
母带：韩冬

"
4,375694,优美的低于生活,https://music.163.com/song?id=375694," 作词 : 声音碎片乐队
 作曲 : 声音碎片乐队
把歌声还给夜晚
把道路还给尽头
把果实还给种子
把飞翔还给天空
剩下的，让它们美好
从容地埋藏得更深
最后让这纷乱的一切
都单纯地低于生活
吗咿呀咿呀咿呀
只有内心远过空旷
吗咿呀咿呀咿呀
梦到了丰饶的草原

相爱吧，终有一散的人们
你失去的不过是童真
等时光用尽了青春
你早已优美地在大街上融化
吗咿呀咿呀咿呀
只有内心远过空旷
吗咿呀咿呀咿呀
梦到了丰饶的草原

吗咿呀咿呀咿呀
只有内心远过空旷
吗咿呀咿呀咿呀
梦到了丰绕的草原

"
5,1409914560,硬汉,https://music.163.com/song?id=1409914560," 作词 : 刘涛
 作曲 : 刘涛/杨绍昆
调查显示国人较去年快乐
收入低是不安全至少是不快乐根源
当然薪水最薄的职业往往也是
最丢脸的案例最容易悲伤的依据
混前程是无解的题荒愁的永动机
报废到你幸福账面蹉跎的心底
它在你怀念的女人背景中如疯般不可抑止
像我们爱过那只落阳深处的布鲁斯

跟这没人性的现实拼命拉锯
越拼你越没头绪乏力的马卡告诉他弟
“生活真够刺激，莫再逼我了，
做个粪蛋也好，只要可以过下去”
马卡你应该明白在大多数悲剧里面
真正的伤心很少见马卡你得试着原谅
如果故事的方向和你要的都不一样
我多想你能有勇气重新开场

你总不忘提醒再写上一些实况吧
把最柔顺的曲调来刻画弯路里没路的人
当歌声四起它应该是怎样的陈述句
才不要你太唏嘘
被自己打败的捣蛋鬼们已经很难
去面对厄运吐露感情和热忱
爱谈天的软骨头我们过白天然后等夜晚
等夜晚只为喝得到明天

当通往大结局的路啊正踏平所有的祖屋和田野
快拿出力量去桃李芬芳
去社会栋梁去掀起权力财富的巨浪
去担负起自家的兴亡
去变成大人和大人物变成一个
只有钱才可以影响到情绪的臭傻逼
你大概会挂得很无奈但是对于亲友团的颜面
以及统治阶梯的审美观算是有交代
 吉他 : 杨绍昆 洪宇
 贝斯 : 胡尚洪
 鼓 : 艾永彬
"
6,363409,期待,https://music.163.com/song?id=363409," 作词 : 李琪
誓言已沾满了尘埃
前方有 谁等待
未来会怎样的安排
是晴朗 或阴霾
昨天 已被今天覆盖
不能 再重来
回忆是风送来的无奈
寂寞时 唯一的告白

时间又流过了静脉
心依然 还期待
我会在谁眼中盛开
是刹那 或不败
生命向远方展开
无法 停下来
美梦似火点亮苍白
黑暗中 跳动出光彩

昨天 已被今天覆盖
不能 再重来
回忆是风送来的无奈
寂寞时 唯一的告白

"
7,383030,回家的路,https://music.163.com/song?id=383030," 作词 : 胡建明
 作曲 : 胡建明
演唱者:铁玉兰乐队 作曲:胡建明 作词:胡建明
那天你拉着我衣裳 用你天真 善良的目光
要我别离开你身旁 问我究竟要想去何方
我把眼睛 紧紧闭上 指指大雁远去的方向
想一个人歌唱 找一个地方去飞翔
不知你会怎么想 泪水已经 不停往下淌
不知你会怎么想 泪水已经 不停往下淌
我的好姑娘 别把我想成和他们一样
独自一人走在路上 以为世上 自己最坚强
所有冰冷的目光 才知那里不是我该去的地方
今天为何走得那样匆忙 因为要回我的故乡
那里有等我的姑娘 有我儿时的梦想
这次又走在老路上 已经不再东张西望
我的好姑娘 我只想带你和我一起唱
多么想给你去个电话 告诉你我正在回家
看看你现在的模样 是否和从前的一样
我走在 回家的路 记得我们在这里 游戏追逐
我走在回家的路 我要带你和我一起走自己的路
music
我走在 回家的路 记得我们在这里 游戏追逐
我走在回家的路 我要带你和我一起走自己的路
我走在 回家的路 记得我们在这里 游戏追逐
我走在回家的路 我要带你和我一起走自己的路
我走在 回家的路 记得我们在这里 游戏追逐
我走在回家的路 我要带你和我一起走自己的路
我走在 回家的路 记得我们在这里 游戏追逐
我走在回家的路 我要带你和我一起走自己的路
music
"
8,1473720189,别在Livehouse哭泣,https://music.163.com/song?id=1473720189," 作词 : 高原
 作曲 : 陈恒冠
编曲：陈恒冠
我不懂该用什么方式
记录没有剧情的续集
舞台中央的旋律响起
撞击我每一根神经
吉他两根平行弦
永远不会有交点
乐此不疲的黑白键
哪里有什么永远
眼泪在眼眶打转
会不会还有明天
今夜就让我放弃一切
除了跳舞我什么都不管
别在现场流眼泪 不如跳舞到极限
I love you 三千零一遍 一万零一年
别在现场流眼泪 不如跳舞到极限
you don't love me 也没关系 不如跳舞到极限
彩色霓虹照耀在舞池
每个人长着你的样子
无数个你离我而远去
摧毁我每一刻清醒
吉他两根平行弦
永远不会有交点
乐此不疲的黑白键
哪里有什么永远
眼泪在眼眶打转
会不会还有明天
今夜就让我放弃一切
除了跳舞我什么都不管
别在现场流眼泪 不如跳舞到极限
I love you 三千零一遍 一万零一年
别在现场流眼泪 不如跳舞到极限
you don't love me 也没关系 不如跳舞到极限
别在现场流眼泪 不如跳舞到极限
I love you 三千零一遍 一万零一年
别在现场流眼泪 不如跳舞到极限
you don't love me 也没关系 不如跳舞到极限
录音：陈恒家
贝斯：陈恒家
钢琴：陈恒冠
和声：陈恒冠
合成器：陈恒冠
和声编写：陈恒家
混音：陈恒家@37PRO
母带：陈恒家@37PRO
"
9,35678875,呼吸决定,https://music.163.com/song?id=35678875," 作词 : 刘冠南
 作曲 : 刘冠南
主唱：乔西
钢琴：周唯睿

嗨~怎么那么坏
才两天就深爱
说的好像真爱
我对你说 嗨~
今天有没有恋爱
是否谈了又甩
还说难遇真爱
我要你现在
把丑事都说出来 oh
才会听你表白
听你说你是真的喜欢我
真的想谈恋爱了
那就让情绪决定
听呼吸频率
跟感觉旅行
大不了不谈感情
just do what i suppose to do
你也不用再演戏
怪我不爱你
是你的决定
每句话在我心里
清清楚楚的说你想离去

我要你现在
把丑事都说出来 oh
才会听你表白
听你说你是真的喜欢我
真的想谈恋爱了
那就让情绪决定
听呼吸频率
跟感觉旅行
大不了不谈感情
just do what i suppose to do
你也不用再演戏
怪我不爱你
是你的决定
每句话在我心里
清清楚楚的说你想离去
"
