,id,name,url,lyric
0,1994578153,富婆KTV,https://music.163.com/song?id=1994578153," 作词 : 小何何
 作曲 : 小何何
 编曲 : 小何何
你说快逮出来喝酒
之逮有大趴啦姑娘
我胡子没刮像是出克偷狗
捉形象有逮夸张
我晓得出来玩要穿件西装
找了半天不得件称投勒衣裳
我吹了个头发昏管哈得件褂褂穿起
省到我气宇轩昂
我打电话问你在哪个包房
给我开门勒是个50多岁勒孃孃
我心都好慌和你讲勒不一样
你玩我脑筋百十回我竟然哈会上你勒当
你和孃孃唱了一首《在水一方》
拉夸你体格棒中气足声音昂
你讲不想和拉出克喊我帮忙
呵呵你选勒了嘛偶像
今天你又喊我喝酒
唱比昨天还嚣张
你捉孤寡还有逮好玩
难道腰杆没整劳伤
你讲年轻不晓得富婆嘞香
错把姑娘当成宝贝心都困是伤
你靠在嬢嬢送嘞大奔面前喊我照相
我竟然省倒你器宇轩昂
我还是跟到你走进了包房
给我开门的
还是昨天嘞啊个嬢嬢
我心都好慌
今天心情不一样
我大脚趾母抠紧完豆怕之嬢嬢不上我当
我喳声卖气嘞唱了一首小芳
啦和我喊酒拳猜有无摇骰盅
我以为追要走向成功清口水淌
哦豁是大梦一场
"
1,1334295185,写给黄淮,https://music.163.com/song?id=1334295185," 作词 : 邵帅
 作曲 : 邵帅
十九岁的那一天 我来到黄淮的面前
为了能和你在这儿遇见 我支付了我的四年
二十岁的那一天 吉他在我身边
张开了笨拙的手 对你的爱涌上了心头
你是我患得患失的梦 我是你可有可无的人
毕竟这穿越山河的箭 刺的都是用情致疾的人
你是我辗转反侧的梦 我是你如梦山河的故人
就让这牵肠挂肚的酒 硫酸一样刺激在你我的心头
第一次见你的时候 闽南姑娘总那么温柔
当我羞涩地拉起你的手 以为你会陪我走到最后
而你离开我了以后 我开始在人世间漂流
选择过大大小小的梦想 谢谢你不再让我彷徨
你是我情深似海的依赖 我是你早已过时的旧爱
反正这不三不四的年纪 谁也不会只为谁而着迷
你是我甘心瞑目的遗憾 我用那无悔时光来填满
就让这无怨无悔的双手 收拾出我想有的以后
一首歌深夜写给黄淮 你是我无法言语诉说的爱
当我在原地无助徘徊 你告诉我理想必须热爱
你要我坚持我的执着 你让我明白为谁而活
永恒不只是那一瞬间 我的未来谢谢你让我看见

策划：李喆渊
制作人：张伦
监制：李星宇/moonik蛛蛛
编曲：张伦/陈卉
吉他：陈卉
大提琴：付超
吉他/大提琴录音：刘晶晶@TTL
人声录音：李马科/刘晶晶@TTL
和声编写/演唱：王筱海@海声和音组
和声录制：SeaSunnyStudio @自在香山录音棚
/母带：李马科@RC
"
2,487885426,余香,https://music.163.com/song?id=487885426," 作词 : 卡夫
 作曲 : 张小九
划一根火柴
将慵倦的夜点亮

吐出一缕烟

飘向半掩的窗

你纵身跃入酒杯

梦从此溺亡

心门上一把锁
钥匙在你手上

快将尘埃掸落

别将你眼眸弄脏

或许吧
谈笑中你早已淡忘

而我在颠沛中

已饱经一脸沧桑

思念需要时间

慢慢调养

往日记起来

暂能慰藉心肠

详尽来回首

才忽觉是荒唐

别惦记岸边垂的杨

你白色衣裳

只是发间的雨
想来仍留余香

快将尘埃掸落

别将你眼眸弄脏

或许吧
谈笑中你早已淡忘

而我在颠沛中

已饱经一脸沧桑

思念需要时间
慢慢调养

快将尘埃掸落

别将你眼眸弄脏

或许吧
谈笑中你早已淡忘

而我在颠沛中

已饱经一脸沧桑

思念需要时间

慢慢调养

思念需要时间

慢慢调养
"
3,1497799734,三号线（吉他版）,https://music.163.com/song?id=1497799734," 作词 : 吴剑中
词：吴剑中
曲：彭扬
吉他：刘大壮
乘坐地铁三号线
往返的两点一线
隔着泪割舍从前再听不见敷衍
呵 口气 勾圈
玻璃窗上映你的侧脸
结局失散 同谁出演
我像过客般擦肩
用 煽情 字眼
手写午夜里孤单怀缅
我竟忽然 习惯失眠
不知疲倦
乘坐地铁三号线
往返的两点一线
隔着泪割舍从前再听不见敷衍
他的手 或许比我适合你紧牵
我待在车厢末尾给成全
离开地铁三号线
我换乘不同地点
无非是今天比起昨天绕多几圈
却不及你 没说再见
就从我心底 走更远
哈  口气 勾圈
玻璃窗上映你的侧脸
结局失散 同谁出演
我像过客般擦肩
用 煽情 字眼
手写午夜里 孤单怀缅
我竟忽然 习惯失眠
不知疲倦
乘坐地铁三号线
往返的两点一线
隔着泪割舍从前再听不见敷衍
他的手 或许比我适合你紧牵
我待在车厢末尾给成全
离开地铁三号线
我换乘不同地点
无非是今天比起昨天绕多几圈
却不及你 没说再见
就从我心底 走更远
乘坐地铁三号线
往返的两点一线
隔着泪割舍从前再听不见敷衍
他的手 或许比我适合你紧牵
我待在车厢末尾给成全
离开地铁三号线
我换乘不同地点
无非是今天比起昨天绕多几圈
却不及你 没说再见
就从我心底 走更远
音频编辑：任天宇
视觉：傲七爷
宣发：李永江/小阮/游文雅
统筹：徐阳/李文景/尹文/一淼/乔安/兴萍
制作人：李永江
监制：刘家泽/李永江/游文雅
发行：冯昌榆
制作公司：匠心音乐
OP：四维音乐
出品：「匠心娱乐」x「造音行动」

"
4,1356350562,这一生关于你的风景,https://music.163.com/song?id=1356350562," 作词 : 枯木逢春
 作曲 : 枯木逢春
编曲：查无此人
吉他：唐正楠
录音： 1090 Studio 成都
混音：一刀流
监制：317
发行：叁七7SEVEN
远方灯火闪亮着光
你一人低头在路上
这城市越大越让人心慌
多向往
多漫长
这一路经历太多伤
把最初笑容都淡忘
时光让我们变得脆弱且坚强
让我再来轻轻对你唱
我多想 能多陪你一场
把前半生的风景对你讲
在每个寂静的夜里我会想
那些关于你的爱恨情长
我也想 能够把你照亮
在你的生命中留下阳光
陪你走过那山高水长
陪你一起生长
这一路经历太多伤
把最初笑容都淡忘
时光让我们变得脆弱且坚强
让我再来轻轻对你唱
我多想 能多陪你一场
把前半生的风景对你讲
在每个寂静的夜里我会想
那些关于你的爱恨情长
我也想 能够把你照亮
在你的生命中留下阳光
陪你走过那山高水长
陪你一起生长
我多想 能多陪你一场
把前半生的风景对你讲
在每个寂静的夜里我会想
那些关于你的爱恨情长
我也想 能够把你照亮
在你的生命中留下阳光
陪你走过那山高水长
陪你一起生长
这一生在你的风景里
我是谁
"
5,27646786,活着,https://music.163.com/song?id=27646786," 作词 : 郝云
 作曲 : 郝云
 编曲 : 郝云/黎偌天
 制作人 : 郝云
每天站在高楼上
看着地上的小蚂蚁
它们的头很大
它们的腿很细

它们拿着苹果手机
它们穿着耐克阿迪
上班就要迟到了
它们很着急

我那可怜的吉普车
很久没爬山也没过河
它在这个城市里
过得很压抑

虽然它什么都没说
但我知道它很难过
我悄悄地许下愿望
带它去蒙古国

慌慌张张 匆匆忙忙
为何生活总是这样
难道说我的理想
就是这样度过一生的时光
不卑不亢 不慌不忙
也许生活应该这样
难道说六十岁以后
再去寻找我想要的自由

一年一年飞逝而去
还是那一点点小积蓄
我喜欢的好多东西
还是买不起

生活总是麻烦不断
到现在我还没习惯
都说钱是王八蛋
可长得真好看

慌慌张张 匆匆忙忙
为何生活总是这样
难道说我的理想
就是这样度过一生的时光
不卑不亢 不慌不忙
也许生活应该这样
难道说六十岁以后
再去寻找我想要的自由
我不想这样活着
我不想这样活着
我不想这样活着
我不想这样活着
我不想这样活着
我不想这样活着
我不想这样活着
我不想这样活着
我不想这样
慌慌张张 匆匆忙忙
为何生活总是这样
难道说我的理想
就是这样度过一生的时光
不卑不亢 不慌不忙
也许生活应该这样
难道说六十岁以后
再去寻找我想要的自由

其实我也常对自己说
人要学会知足而常乐
可万事都一笑而过
还有什么意思呢

 录音工程师 : 黎偌天Rza li
 混音工程师 : Cortelyou
 电吉他 : 隋鼎奇
 木吉他 : 郝云
 贝斯 : 景熙
 弦乐 : 黎偌天
 鼓 : 杨超
 合唱 : 唐宁 郝云
 OP : 巨匠文化
 SP : 百纳娱乐
"
6,27646205,安和桥,https://music.163.com/song?id=27646205," 作词 : 宋冬野
 作曲 : 宋冬野
 编曲 : 韦伟
让我再看你一遍
从南到北
像是被五环路蒙住的双眼
请你再讲一遍
关于那天
抱着盒子的姑娘
和擦汗的男人
我知道 那些夏天
就像青春一样回不来
代替梦想的也只能是勉为其难
我知道 吹过的牛逼
也会随青春一笑了之
让我困在城市里
纪念你
让我再尝一口
秋天的酒
一直往南方开
不会太久
让我再听一遍
最美的那一句
你回家了
我在等你呢
我知道 那些夏天
就像青春一样回不来
代替梦想的也只能是勉为其难
我知道 吹过的牛逼
也会随青春一笑了之
让我困在城市里 纪念你
我知道 那些夏天
就像你一样回不来
我也不会再对谁满怀期待
我知道 这个世界
每天都有太多遗憾
所以你好 再见
"
7,1481164987,会不会（吉他版）,https://music.163.com/song?id=1481164987," 作词 : 小雨滴/陈澈
 作曲 : 小雨滴
出品方：网易音乐人x飓风工作室
10亿现金激励，千亿流量扶持！
网易音乐人合作：st399@vip.163.com
飓风计划商务合作：jf399@vip.163.com
制作公司：匠心音乐
吉他：刘大壮
音频编辑：任天宇
视觉：傲七爷
制作人：李永江
监制：刘家泽
出品：飓风计划x网易音乐人
分开了的位置被替代
期待发生的事都没有来
也许曾被你偏爱
却没成为例外
就这样放你回人海
还没有踏足过门外
被你囚禁起来 轻易掩埋
换季的秋风在等待
我还在等时间掩埋
是怎样的存在
让我如此依赖
可没这么轻易被取代
总会遇见被辜负的爱
被遗落的人 就只剩空白
这份爱 会不会 会不会
让你也好疲惫
会不会 会不会
偷偷掉眼泪
如果抓得紧 不让我走 怎么会狼狈
这段爱 会不会 会不会
放弃得多干脆
会不会 会不会
就有多懊悔
如果从头在一起 会不会
换季的秋风在等待
我还在等时间掩盖
是怎样的存在
让我如此依赖
可没这么轻易被取代
总会遇见被辜负的爱
被遗落的人 就只剩空白
这份爱 会不会 会不会
让你也好疲惫
会不会 会不会
偷偷掉眼泪
如果抓得紧 不让我走 怎么会狼狈
这段爱 会不会 会不会
放弃得多干脆
会不会 会不会
就有多懊悔
如果重头在一起 会不会
这份爱 会不会 会不会
让你也好疲惫
会不会 会不会
偷偷掉眼泪
如果抓得紧 不让我走 怎么会狼狈
这段爱 会不会 会不会
放弃得多干脆
会不会 会不会
就有多懊悔
如果重头在一起 会不会
如果重头在一起 会不会
10亿现金激励，千亿流量扶持！
出品方：网易音乐人x飓风工作室
飓风计划商务合作：jf399@vip.163.com
网易音乐人合作：st399@vip.163.com
"
8,27646199,斑马，斑马,https://music.163.com/song?id=27646199," 作词 : 宋冬野
 作曲 : 宋冬野
 编曲 : 宋冬野
斑马斑马 你不要睡着啦
再给我看看你受伤的尾巴
我不想去触碰你伤口的疤
我只想掀起你的头发
斑马斑马 你回到了你的家
可我浪费着我寒冷的年华
你的城市没有一扇门为我打开啊
我终究还要回到路上
斑马斑马，你来自南方的红色啊
是否也是个动人的故事啊
你隔壁的戏子如果不能留下
谁会和你睡到天亮
斑马斑马 你还记得我吗
我是只会歌唱的傻瓜
斑马斑马 你睡吧睡吧
我会背上吉他离开北方
斑马斑马 你还记得我吗
我是强说着忧愁的孩子啊
斑马斑马 你睡吧睡吧
我把你的青草带回故乡
斑马斑马 你不要睡着了
我只是个匆忙的旅人啊
斑马斑马 你睡吧睡吧
我要卖掉我的房子
浪迹天涯
"
9,569214126,可能否,https://music.163.com/song?id=569214126," 作词 : 木小雅
 作曲 : 木小雅
 编曲 : 闫津
 制作人 : 王佳依
春天的风 能否吹来夏天的雨
秋天的月 能否照亮冬天的雪
夜空的星 能否落向晨曦的海
山间的泉 能否遇上南飞的雁
能否早一点 看透命运的伏线
能否不轻易就深陷
能否慢一点 挥霍有限的时间
能否许我一个永远
可能我撞了南墙才会回头吧
可能我见了黄河才会死心吧
可能我偏要一条路走到黑吧
可能我还没遇见 那个他吧

断掉的弦 能否扯破自缚的茧
熄灭的火 能否烧光残留的念
梦中的云 能否化作熟悉的脸
前世的劫 能否换来今生的缘
能否早一点 相信年少的誓言
能否不轻易说再见
能否慢一点 感受岁月的缱绻
能否许我一次成全
可能我撞了南墙才会回头吧
可能我见了黄河才会死心吧
可能我偏要一条路走到黑吧
可能我还没遇见 那个他吧

可能我撞了南墙才会回头吧
可能我见了黄河才会死心吧
可能我偏要一条路走到黑吧
可能我还没遇见 那个他吧
可能我还没忘掉 那个他吧

制作人：王佳依
监制：姚政
编曲：闫津
吉他：吴金迪
录音师：陈程
缩混：陈程
本歌曲来自〖网易音乐人〗
10亿现金激励，千亿流量扶持！
合作：st399@vip.163.com
"
