,id,name,url
0,2082296570,Snooze (Acoustic),https://music.163.com/song?id=2082296570
1,2093366056,BUZZ,https://music.163.com/song?id=2093366056
2,446512853,phone kisses,https://music.163.com/song?id=446512853
3,2025082445,Moonlight,https://music.163.com/song?id=2025082445
4,2049708851,moonlight (kali uchis) (sped up version),https://music.163.com/song?id=2049708851
5,1899399617,Hot,https://music.163.com/song?id=1899399617
6,1355229135,Pause,https://music.163.com/song?id=1355229135
7,467164659,urtha1,https://music.163.com/song?id=467164659
8,2003472053,People,https://music.163.com/song?id=2003472053
9,2006667463,Nasty,https://music.163.com/song?id=2006667463
10,2056098210,Where You Go,https://music.163.com/song?id=2056098210
11,2052349052,Self Love,https://music.163.com/song?id=2052349052
12,2082371151,Made For Me,https://music.163.com/song?id=2082371151
13,2046966396,Deeper,https://music.163.com/song?id=2046966396
14,1495017372,Bullshit,https://music.163.com/song?id=1495017372
15,1960557710,Pain,https://music.163.com/song?id=1960557710
16,1985019248,The Falls,https://music.163.com/song?id=1985019248
17,1971623167,Love Quotes,https://music.163.com/song?id=1971623167
18,1960555557,Another,https://music.163.com/song?id=1960555557
19,28535188,Lullabies,https://music.163.com/song?id=28535188
20,2020622818,Lost,https://music.163.com/song?id=2020622818
21,21970767,Linger,https://music.163.com/song?id=21970767
22,26292655,I Still Haven't Found What I'm Looking For,https://music.163.com/song?id=26292655
23,3881037,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),https://music.163.com/song?id=3881037
24,471968749,'39,https://music.163.com/song?id=471968749
25,4237164,Lost for Words,https://music.163.com/song?id=4237164
26,21968616,Street Fighting Man (Stereo Version),https://music.163.com/song?id=21968616
27,18094916,Bad Obsession,https://music.163.com/song?id=18094916
28,21303923,Smells Like Teen Spirit,https://music.163.com/song?id=21303923
29,21965523,April Skies,https://music.163.com/song?id=21965523
30,2068762788,Italia e voi,https://music.163.com/song?id=2068762788
31,2078794234,Black Flower (黑色的花),https://music.163.com/song?id=2078794234
32,1939460712,LTE,https://music.163.com/song?id=1939460712
33,1886768185,Love,https://music.163.com/song?id=1886768185
34,1899284625,Apocalypse,https://music.163.com/song?id=1899284625
35,1899989075,Запах моей женщины,https://music.163.com/song?id=1899989075
36,1897605379,Boasty (A2SK Remix),https://music.163.com/song?id=1897605379
37,1883408155,Ass Like That,https://music.163.com/song?id=1883408155
38,1886770323,Azeri Remix Bas,https://music.163.com/song?id=1886770323
39,1888701689,Chaser (Demo),https://music.163.com/song?id=1888701689
40,1379901,Angel,https://music.163.com/song?id=1379901
41,3313653,Right Here Waiting,https://music.163.com/song?id=3313653
42,17143095,Yesterday Once More (1991 Remix),https://music.163.com/song?id=17143095
43,5120906,Casablanca,https://music.163.com/song?id=5120906
44,2308499,"My Heart Will Go On (Love Theme from ""Titanic"")",https://music.163.com/song?id=2308499
45,27759600,Five Hundred Miles,https://music.163.com/song?id=27759600
46,1696822,Bressanone,https://music.163.com/song?id=1696822
47,1751796,Unchained Melody,https://music.163.com/song?id=1751796
48,26289183,Hotel California (2013 Remaster),https://music.163.com/song?id=26289183
49,5176442,Scarborough Fair/Canticle,https://music.163.com/song?id=5176442
50,479979926,Cum Poti Sa Crezi Tu,https://music.163.com/song?id=479979926
51,1356248942,The Grits-My Life Be Like - Tokyo Drift (Remix)（DruGTRaffickerS remix）,https://music.163.com/song?id=1356248942
52,2052783297,Mirage (玫瑰杀手),https://music.163.com/song?id=2052783297
53,2093306255,Loneliness,https://music.163.com/song?id=2093306255
