,id,name,url
0,2093054262,Yultuzlar,https://music.163.com/song?id=2093054262
1,2084053068,Bizar Boldum（厌烦了）,https://music.163.com/song?id=2084053068
2,2085245785,Kiynaysan,https://music.163.com/song?id=2085245785
3,2092770550,Gulum,https://music.163.com/song?id=2092770550
4,2067231437,Ketiwar Gulum,https://music.163.com/song?id=2067231437
5,2067221848,Huma Kozlar,https://music.163.com/song?id=2067221848
6,2061107470,Yamghur,https://music.163.com/song?id=2061107470
7,2054656033,Uykusiz Kiqa,https://music.163.com/song?id=2054656033
8,2057272160,对象,https://music.163.com/song?id=2057272160
9,2052405892,沙 (LIVE版),https://music.163.com/song?id=2052405892
10,1352575105,红尘醉红尘累 (DJ版),https://music.163.com/song?id=1352575105
11,1391902971,曲以硬为贵 (DJ版),https://music.163.com/song?id=1391902971
12,1430398136,桃花香live,https://music.163.com/song?id=1430398136
13,1357646934,你是我的爱 (DJ版),https://music.163.com/song?id=1357646934
14,1422198596,月亮不睡你不睡（DJ版）（翻自 群星）,https://music.163.com/song?id=1422198596
15,1394183507,过火（抖音DJ版）,https://music.163.com/song?id=1394183507
16,1409136775,一剪梅 (抖音女声dj版) (翻自 费玉清),https://music.163.com/song?id=1409136775
17,1401465300,大花轿 (抖音DJ版) (翻自 火风),https://music.163.com/song?id=1401465300
18,1387418450,你是人间四月天 (DJ版),https://music.163.com/song?id=1387418450
19,1398516632,你会后悔 (DJ版),https://music.163.com/song?id=1398516632
20,307780,七月七日晴,https://music.163.com/song?id=307780
21,366137,独立,https://music.163.com/song?id=366137
22,344442,爱丫爱丫,https://music.163.com/song?id=344442
23,5256956,放生,https://music.163.com/song?id=5256956
24,354593,我们的爱,https://music.163.com/song?id=354593
25,354588,Lydia,https://music.163.com/song?id=354588
26,354500,千年之恋,https://music.163.com/song?id=354500
27,354601,你的微笑,https://music.163.com/song?id=354601
28,186560,过火,https://music.163.com/song?id=186560
29,297845,第一次爱的人,https://music.163.com/song?id=297845
30,467595237,生来倔强,https://music.163.com/song?id=467595237
31,408332757,骄傲的少年,https://music.163.com/song?id=408332757
32,447925544,飞-致我们的星辰大海,https://music.163.com/song?id=447925544
33,36024806,再见,https://music.163.com/song?id=36024806
34,168153,那一年,https://music.163.com/song?id=168153
35,1308952473,孤注一掷,https://music.163.com/song?id=1308952473
36,531295576,最美的期待,https://music.163.com/song?id=531295576
37,26427653,风从海面吹过来,https://music.163.com/song?id=26427653
38,29414460,往事只能回味,https://music.163.com/song?id=29414460
39,355992,追梦赤子心,https://music.163.com/song?id=355992
40,1838919030,王招君 (你看你拉住我的模样),https://music.163.com/song?id=1838919030
41,1397345903,悬溺,https://music.163.com/song?id=1397345903
42,2015637781,若把你 越南电音,https://music.163.com/song?id=2015637781
43,2081154085,离别开出花,https://music.163.com/song?id=2081154085
44,2065258712,不分手的恋爱,https://music.163.com/song?id=2065258712
45,1985359251,爱上你,https://music.163.com/song?id=1985359251
46,1394391626,天涯,https://music.163.com/song?id=1394391626
47,1888215863,南半球与北海道,https://music.163.com/song?id=1888215863
48,1847521457,过火,https://music.163.com/song?id=1847521457
49,2063487880,罗刹海市,https://music.163.com/song?id=2063487880
50,1994859227,golden hour,https://music.163.com/song?id=1994859227
51,1985398580,遗失的心跳（小提琴版）,https://music.163.com/song?id=1985398580
52,2037771310,风驶过的声音是,https://music.163.com/song?id=2037771310
53,28363806,Counting Stars,https://music.163.com/song?id=28363806
54,1965076240,表白,https://music.163.com/song?id=1965076240
55,28828076,Where Is the Love,https://music.163.com/song?id=28828076
56,28828078,A Thousand Miles,https://music.163.com/song?id=28828078
57,1988615725,Past Lives（小提琴版）,https://music.163.com/song?id=1988615725
58,1466791885,Cheap thrills 小提琴,https://music.163.com/song?id=1466791885
59,1960605228,起风了,https://music.163.com/song?id=1960605228
60,1832110143,迎诞辰,https://music.163.com/song?id=1832110143
61,2019022062,吾心与尔眼,https://music.163.com/song?id=2019022062
62,1867965612,愿父母长寿,https://music.163.com/song?id=1867965612
63,1872746717,人中太阳万岁,https://music.163.com/song?id=1872746717
64,1872725183,博巴之善,https://music.163.com/song?id=1872725183
65,1498611748,回来的那天,https://music.163.com/song?id=1498611748
66,1872761609,回来的那天,https://music.163.com/song?id=1872761609
67,2074559293,Phudosa,https://music.163.com/song?id=2074559293
68,2073463531,纳瓦吉瓦,https://music.163.com/song?id=2073463531
69,2056731791,雪域星辉,https://music.163.com/song?id=2056731791
70,2079575644,atux kuy liri+ali nawa,https://music.163.com/song?id=2079575644
71,2077305406,Yiglaymu,https://music.163.com/song?id=2077305406
72,2094483173,Qarqidim,https://music.163.com/song?id=2094483173
73,2094094865,Tanha Soygu（孤独的爱）,https://music.163.com/song?id=2094094865
74,2094084040,Hesretlik koz Yeshi（哀泣）,https://music.163.com/song?id=2094084040
75,2092581149,Kulumni Kuywatma请别放手,https://music.163.com/song?id=2092581149
76,2086176628,Hoxe,https://music.163.com/song?id=2086176628
77,2070423325,Daptiman,https://music.163.com/song?id=2070423325
78,2049664972,Mini Suy / 爱我,https://music.163.com/song?id=2049664972
79,2050126261,Wola wola,https://music.163.com/song?id=2050126261
80,28854182,惊鸿一面,https://music.163.com/song?id=28854182
81,298317,屋顶,https://music.163.com/song?id=298317
82,77459,有多少爱可以重来,https://music.163.com/song?id=77459
83,25657348,幸福了 然后呢,https://music.163.com/song?id=25657348
84,28378139,星月神话,https://music.163.com/song?id=28378139
85,65681,我可以,https://music.163.com/song?id=65681
86,360832,杀破狼(Through The Fire Remix),https://music.163.com/song?id=360832
87,27867372,挪威的森林(Live),https://music.163.com/song?id=27867372
88,63650,独家记忆,https://music.163.com/song?id=63650
89,307684,最熟悉的陌生人,https://music.163.com/song?id=307684
90,1937506314,6号修改口水旋律,https://music.163.com/song?id=1937506314
91,2058465281,圣地的火车,https://music.163.com/song?id=2058465281
92,2074749091,Soldier（防暴士兵）,https://music.163.com/song?id=2074749091
93,2077280756,口水旋律Vol.59,https://music.163.com/song?id=2077280756
94,2076147288,口水旋律Vol.66,https://music.163.com/song?id=2076147288
95,2058897456,云与海旋律-小痕,https://music.163.com/song?id=2058897456
96,2011333408,马尼拉没有爱,https://music.163.com/song?id=2011333408
97,2029596910,口水旋律Vol1ed,https://music.163.com/song?id=2029596910
98,2046927810,爱上别人的人旋律,https://music.163.com/song?id=2046927810
99,2076855819,再也没有理由I love you,https://music.163.com/song?id=2076855819
100,1438282140,萧敬腾-怎么说我不爱你(弹鼓版)（苏亦枫吖 remix）,https://music.163.com/song?id=1438282140
101,1422787492,Golid,https://music.163.com/song?id=1422787492
102,533461159,Gwen Stefani - Hollaback Girl vs Tokyo Drif（Cover Gwen Stefani）,https://music.163.com/song?id=533461159
103,1371331280,Turu Turu,https://music.163.com/song?id=1371331280
