古风,"[('惹', 4), ('一', 4), ('还', 3), ('边疆', 2), ('志文', 2), ('微寒', 2), ('厢', 2), ('粉黛', 2), ('又', 2), ('愁眉', 2), ('对', 2), ('镜梳', 2), ('妆探', 2), ('听', 2), ('人声鼎沸', 2), ('多情', 2), ('自', 2), ('是', 2), ('多', 2), ('沾', 2)]"
古风,"[('萧燃', 4), ('月光', 4), ('人', 4), ('一', 4), ('其', 3), ('漠罗洋', 3), ('作词', 2), ('作曲', 2), ('编曲卡', 2), ('统筹', 2), ('音乐', 2), ('营销', 2), ('发行', 2), ('孑然一身', 2), ('中', 2), ('酒镜', 2), ('上', 2), ('愁', 2), ('思独', 2), ('吟', 2)]"
古风,"[('那', 5), ('一', 5), ('我', 4), ('是', 2), ('谁', 2), ('你', 2), ('又', 2), ('要', 2), ('做', 2), ('枝', 2), ('前', 2), ('烽烟', 1), ('中', 1), ('守护', 1), ('的', 1), ('江山', 1), ('战火', 1), ('诉说', 1), ('着', 1), ('离乱', 1)]"
古风,"[('一', 14), ('以', 13), ('他', 12), ('我', 7), ('多少', 6), ('与', 6), ('了', 6), ('在', 5), ('说', 5), ('着', 4), ('人间', 4), ('看', 3), ('四起', 3), ('家国', 3), ('零落', 3), ('江湖', 3), ('漂泊', 3), ('锦书', 3), ('难托', 3), ('今朝', 3)]"
古风,"[('是', 8), ('谁', 8), ('与', 5), ('不', 4), ('对', 4), ('陌上', 4), ('君', 4), ('共', 3), ('等', 3), ('到', 3), ('人', 3), ('中新', 2), ('蕊盼', 2), ('去岁', 2), ('庆', 2), ('人间', 2), ('祥瑞宝', 2), ('钗玉', 2), ('珮琼', 2), ('枝点', 2)]"
古风,"[('等', 12), ('于是', 12), ('你', 6), ('将', 4), ('不过', 4), ('大雨', 3), ('小时', 3), ('姑娘', 3), ('为', 3), ('冥冥相遇', 3), ('又', 3), ('别离', 3), ('原', 3), ('曾', 3), ('在', 3), ('这里', 3), ('挑新', 3), ('藤虫', 3), ('羽方', 3), ('得', 3)]"
古风,"[('惹', 4), ('一', 4), ('还', 3), ('边疆', 2), ('志文', 2), ('微寒', 2), ('厢', 2), ('粉黛', 2), ('又', 2), ('愁眉', 2), ('对', 2), ('镜梳', 2), ('妆探', 2), ('听', 2), ('人声鼎沸', 2), ('多情', 2), ('自', 2), ('是', 2), ('多', 2), ('沾', 2)]"
古风,"[('萧燃', 4), ('月光', 4), ('人', 4), ('一', 4), ('其', 3), ('漠罗洋', 3), ('作词', 2), ('作曲', 2), ('编曲卡', 2), ('统筹', 2), ('音乐', 2), ('营销', 2), ('发行', 2), ('孑然一身', 2), ('中', 2), ('酒镜', 2), ('上', 2), ('愁', 2), ('思独', 2), ('吟', 2)]"
古风,"[('那', 5), ('一', 5), ('我', 4), ('是', 2), ('谁', 2), ('你', 2), ('又', 2), ('要', 2), ('做', 2), ('枝', 2), ('前', 2), ('烽烟', 1), ('中', 1), ('守护', 1), ('的', 1), ('江山', 1), ('战火', 1), ('诉说', 1), ('着', 1), ('离乱', 1)]"
古风,"[('一', 14), ('以', 13), ('他', 12), ('我', 7), ('多少', 6), ('与', 6), ('了', 6), ('在', 5), ('说', 5), ('着', 4), ('人间', 4), ('看', 3), ('四起', 3), ('家国', 3), ('零落', 3), ('江湖', 3), ('漂泊', 3), ('锦书', 3), ('难托', 3), ('今朝', 3)]"
古风,"[('是', 8), ('谁', 8), ('与', 5), ('不', 4), ('对', 4), ('陌上', 4), ('君', 4), ('共', 3), ('等', 3), ('到', 3), ('人', 3), ('中新', 2), ('蕊盼', 2), ('去岁', 2), ('庆', 2), ('人间', 2), ('祥瑞宝', 2), ('钗玉', 2), ('珮琼', 2), ('枝点', 2)]"
古风,"[('等', 12), ('于是', 12), ('你', 6), ('将', 4), ('不过', 4), ('大雨', 3), ('小时', 3), ('姑娘', 3), ('为', 3), ('冥冥相遇', 3), ('又', 3), ('别离', 3), ('原', 3), ('曾', 3), ('在', 3), ('这里', 3), ('挑新', 3), ('藤虫', 3), ('羽方', 3), ('得', 3)]"
古风,"[('惹', 4), ('一', 4), ('还', 3), ('边疆', 2), ('志文', 2), ('微寒', 2), ('厢', 2), ('粉黛', 2), ('又', 2), ('愁眉', 2), ('对', 2), ('镜梳', 2), ('妆探', 2), ('听', 2), ('人声鼎沸', 2), ('多情', 2), ('自', 2), ('是', 2), ('多', 2), ('沾', 2)]"
古风,"[('萧燃', 4), ('月光', 4), ('人', 4), ('一', 4), ('其', 3), ('漠罗洋', 3), ('作词', 2), ('作曲', 2), ('编曲卡', 2), ('统筹', 2), ('音乐', 2), ('营销', 2), ('发行', 2), ('孑然一身', 2), ('中', 2), ('酒镜', 2), ('上', 2), ('愁', 2), ('思独', 2), ('吟', 2)]"
